date,product_id,category,units_sold,units_ordered,price,discount(%),weather,season,demand,promotion,holiday,units_sold_ma7,lag_1,revenue,month
2023-08-10,P017,Beauty,0,0,199,0,Rainy,Monsoon,Low,No,No,2.142857142857143,2.0,0,2023-08
2023-08-11,P017,Beauty,2,3,199,0,Rainy,Monsoon,Low,No,No,1.7142857142857142,0.0,398,2023-08
2023-08-12,P017,Beauty,1,3,199,0,Humid,Monsoon,Low,No,Yes,1.7142857142857142,2.0,199,2023-08
2023-08-18,P017,Beauty,3,5,199,0,Rainy,Monsoon,Medium,No,No,1.8571428571428572,1.0,597,2023-08
2023-08-18,P017,Beauty,6,9,199,15,Rainy,Monsoon,High,Yes,No,2.4285714285714284,3.0,1194,2023-08
2023-08-20,P017,Beauty,7,10,199,0,Cloudy,Monsoon,High,No,Yes,3.0,6.0,1393,2023-08
2023-08-29,P017,Beauty,0,1,199,0,Cloudy,Monsoon,Low,No,No,2.7142857142857144,7.0,0,2023-08
2023-09-02,P017,Beauty,6,7,199,15,Rainy,Monsoon,High,Yes,Yes,3.5714285714285716,0.0,1194,2023-09
2023-09-11,P017,Beauty,4,6,199,0,Rainy,Monsoon,Medium,No,No,3.857142857142857,6.0,796,2023-09
2023-09-12,P017,Beauty,3,6,199,25,Rainy,Monsoon,Medium,Yes,No,4.142857142857143,4.0,597,2023-09
2023-09-13,P017,Beauty,4,7,199,0,Cloudy,Monsoon,Medium,No,No,4.285714285714286,3.0,796,2023-09
2023-09-16,P017,Beauty,2,2,199,0,Rainy,Monsoon,Low,No,Yes,3.7142857142857144,4.0,398,2023-09
2023-09-18,P017,Beauty,2,4,199,0,Rainy,Monsoon,Low,No,No,3.0,2.0,398,2023-09
2023-09-21,P017,Beauty,4,5,199,0,Rainy,Monsoon,Medium,No,No,3.5714285714285716,2.0,796,2023-09
2023-09-25,P017,Beauty,3,5,199,0,Rainy,Monsoon,Medium,No,No,3.142857142857143,4.0,597,2023-09
2023-09-26,P017,Beauty,4,7,199,0,Rainy,Monsoon,Medium,No,No,3.142857142857143,3.0,796,2023-09
2023-09-30,P017,Beauty,4,7,199,0,Humid,Monsoon,Medium,No,Yes,3.2857142857142856,4.0,796,2023-09
2023-09-30,P017,Beauty,7,8,199,15,Humid,Monsoon,High,Yes,Yes,3.7142857142857144,4.0,1393,2023-09
2023-09-30,P017,Beauty,0,3,199,0,Humid,Monsoon,Low,No,Yes,3.4285714285714284,7.0,0,2023-09
2023-10-01,P017,Beauty,4,6,199,5,Cloudy,Autumn,Medium,Yes,Yes,3.7142857142857144,0.0,796,2023-10
2023-10-05,P017,Beauty,0,1,199,0,Cloudy,Autumn,Low,No,No,3.142857142857143,4.0,0,2023-10
2023-10-06,P017,Beauty,1,3,199,0,Cloudy,Autumn,Low,No,No,2.857142857142857,0.0,199,2023-10
2023-10-07,P017,Beauty,3,3,199,10,Sunny,Autumn,Medium,Yes,Yes,2.7142857142857144,1.0,597,2023-10
2023-10-07,P017,Beauty,3,6,199,0,Sunny,Autumn,Medium,No,Yes,2.5714285714285716,3.0,597,2023-10
2023-10-08,P017,Beauty,3,5,199,0,Sunny,Autumn,Medium,No,Yes,2.0,3.0,597,2023-10
2023-10-09,P017,Beauty,4,4,199,20,Cloudy,Autumn,Medium,Yes,No,2.5714285714285716,3.0,796,2023-10
2023-10-11,P017,Beauty,1,1,199,0,Pleasant,Autumn,Low,No,No,2.142857142857143,4.0,199,2023-10
2023-10-13,P017,Beauty,2,4,199,10,Sunny,Autumn,Low,Yes,No,2.4285714285714284,1.0,398,2023-10
2023-10-17,P017,Beauty,5,5,199,0,Sunny,Autumn,Medium,No,No,3.0,2.0,995,2023-10
2023-10-20,P017,Beauty,4,6,199,0,Sunny,Autumn,Medium,No,No,3.142857142857143,5.0,796,2023-10
2023-10-24,P017,Beauty,12,13,199,0,Sunny,Autumn,High,No,Yes,4.428571428571429,4.0,2388,2023-10
2023-10-30,P017,Beauty,1,3,199,0,Pleasant,Autumn,Low,No,No,4.142857142857143,12.0,199,2023-10
2023-11-07,P017,Beauty,5,5,199,0,Pleasant,Autumn,Medium,No,No,4.285714285714286,1.0,995,2023-11
2023-11-08,P017,Beauty,3,3,199,0,Cloudy,Autumn,Medium,No,No,4.571428571428571,5.0,597,2023-11
2023-11-15,P017,Beauty,2,3,199,20,Pleasant,Autumn,Low,Yes,No,4.571428571428571,3.0,398,2023-11
2023-11-20,P017,Beauty,5,5,199,0,Cloudy,Autumn,Medium,No,No,4.571428571428571,2.0,995,2023-11
2023-11-21,P017,Beauty,5,6,199,0,Pleasant,Autumn,Medium,No,No,4.714285714285714,5.0,995,2023-11
2023-11-22,P017,Beauty,3,6,199,20,Sunny,Autumn,Medium,Yes,No,3.4285714285714284,5.0,597,2023-11
2023-11-25,P017,Beauty,1,3,199,0,Sunny,Autumn,Low,No,Yes,3.4285714285714284,3.0,199,2023-11
2023-11-30,P017,Beauty,3,5,199,0,Pleasant,Autumn,Medium,No,No,3.142857142857143,1.0,597,2023-11
2023-12-01,P017,Beauty,5,8,199,0,Cold,Winter,Medium,No,No,3.4285714285714284,3.0,995,2023-12
2023-12-04,P017,Beauty,1,4,199,0,Cold,Winter,Low,No,No,3.2857142857142856,5.0,199,2023-12
2023-12-06,P017,Beauty,2,3,199,0,Cold,Winter,Low,No,No,2.857142857142857,1.0,398,2023-12
2023-12-10,P017,Beauty,2,2,199,0,Sunny,Winter,Low,No,Yes,2.4285714285714284,2.0,398,2023-12
2023-12-12,P017,Beauty,6,8,199,10,Sunny,Winter,High,Yes,No,2.857142857142857,2.0,1194,2023-12
2023-12-17,P017,Beauty,4,6,199,0,Cold,Winter,Medium,No,Yes,3.2857142857142856,6.0,796,2023-12
2023-12-20,P017,Beauty,4,5,199,25,Sunny,Winter,Medium,Yes,No,3.4285714285714284,4.0,796,2023-12
2023-12-21,P017,Beauty,1,2,199,0,Cold,Winter,Low,No,No,2.857142857142857,4.0,199,2023-12
2023-12-26,P017,Beauty,2,4,199,0,Cold,Winter,Low,No,No,3.0,1.0,398,2023-12
2023-12-28,P017,Beauty,2,2,199,0,Sunny,Winter,Low,No,No,3.0,2.0,398,2023-12
2023-12-28,P017,Beauty,3,4,199,0,Sunny,Winter,Medium,No,No,3.142857142857143,2.0,597,2023-12
2023-12-29,P017,Beauty,1,3,199,0,Cold,Winter,Low,No,No,2.4285714285714284,3.0,199,2023-12
2023-12-30,P017,Beauty,3,4,199,0,Cold,Winter,Medium,No,Yes,2.2857142857142856,1.0,597,2023-12
2023-12-30,P017,Beauty,4,6,199,0,Cold,Winter,Medium,No,Yes,2.2857142857142856,3.0,796,2023-12
2024-01-04,P017,Beauty,5,5,199,0,Cold,Winter,Medium,No,No,2.857142857142857,4.0,995,2024-01
2024-01-08,P017,Beauty,3,4,199,0,Cold,Winter,Medium,No,No,3.0,5.0,597,2024-01
2024-01-11,P017,Beauty,7,7,199,5,Cold,Winter,High,Yes,No,3.7142857142857144,3.0,1393,2024-01
2024-01-13,P017,Beauty,1,2,199,0,Cold,Winter,Low,No,Yes,3.4285714285714284,7.0,199,2024-01
2024-01-15,P017,Beauty,7,9,199,0,Cloudy,Winter,High,No,No,4.285714285714286,1.0,1393,2024-01
2024-01-17,P017,Beauty,0,0,199,0,Sunny,Winter,Low,No,No,3.857142857142857,7.0,0,2024-01
2024-01-18,P017,Beauty,2,3,199,0,Cold,Winter,Low,No,No,3.5714285714285716,0.0,398,2024-01
2024-01-21,P017,Beauty,2,2,199,0,Cold,Winter,Low,No,Yes,3.142857142857143,2.0,398,2024-01
2024-01-27,P017,Beauty,1,2,199,0,Cloudy,Winter,Low,No,Yes,2.857142857142857,2.0,199,2024-01
2024-01-29,P017,Beauty,4,7,199,0,Cold,Winter,Medium,No,No,2.4285714285714284,1.0,796,2024-01
2024-01-30,P017,Beauty,5,5,199,25,Sunny,Winter,Medium,Yes,No,3.0,4.0,995,2024-01
2024-01-31,P017,Beauty,2,2,199,0,Cold,Winter,Low,No,No,2.2857142857142856,5.0,398,2024-01
2024-02-03,P017,Beauty,2,2,199,0,Sunny,Winter,Low,No,Yes,2.5714285714285716,2.0,398,2024-02
2024-02-04,P017,Beauty,3,6,199,0,Cold,Winter,Medium,No,Yes,2.7142857142857144,2.0,597,2024-02
2024-02-05,P017,Beauty,4,5,199,15,Sunny,Winter,Medium,Yes,No,3.0,3.0,796,2024-02
2024-02-09,P017,Beauty,3,5,199,0,Cold,Winter,Medium,No,No,3.2857142857142856,4.0,597,2024-02
2024-02-11,P017,Beauty,3,5,199,0,Cold,Winter,Medium,No,Yes,3.142857142857143,3.0,597,2024-02
2024-02-11,P017,Beauty,7,7,199,10,Cold,Winter,High,Yes,Yes,3.4285714285714284,3.0,1393,2024-02
2024-02-12,P017,Beauty,4,5,199,20,Sunny,Winter,Medium,Yes,No,3.7142857142857144,7.0,796,2024-02
2024-02-14,P017,Beauty,2,3,199,0,Sunny,Winter,Low,No,No,3.7142857142857144,4.0,398,2024-02
2024-02-15,P017,Beauty,1,4,199,0,Cold,Winter,Low,No,No,3.4285714285714284,2.0,199,2024-02
2024-02-19,P017,Beauty,3,4,199,0,Cold,Winter,Medium,No,No,3.2857142857142856,1.0,597,2024-02
2024-02-21,P017,Beauty,5,8,199,5,Cold,Winter,Medium,Yes,No,3.5714285714285716,3.0,995,2024-02
2024-02-21,P017,Beauty,3,3,199,0,Cold,Winter,Medium,No,No,3.5714285714285716,5.0,597,2024-02
2024-02-22,P017,Beauty,4,5,199,0,Cloudy,Winter,Medium,No,No,3.142857142857143,3.0,796,2024-02
2024-02-24,P017,Beauty,4,4,199,0,Sunny,Winter,Medium,No,Yes,3.142857142857143,4.0,796,2024-02
2024-02-25,P017,Beauty,1,4,199,0,Cloudy,Winter,Low,No,Yes,3.0,4.0,199,2024-02
2024-03-05,P017,Beauty,3,6,199,0,Sunny,Summer,Medium,No,No,3.2857142857142856,1.0,597,2024-03
2024-03-06,P017,Beauty,3,6,199,0,Hot,Summer,Medium,No,No,3.2857142857142856,3.0,597,2024-03
2024-03-07,P017,Beauty,1,3,199,0,Sunny,Summer,Low,No,No,2.7142857142857144,3.0,199,2024-03
2024-03-07,P017,Beauty,2,4,199,0,Sunny,Summer,Low,No,No,2.5714285714285716,1.0,398,2024-03
2024-03-11,P017,Beauty,5,7,199,0,Hot,Summer,Medium,No,No,2.7142857142857144,2.0,995,2024-03
2024-03-14,P017,Beauty,4,4,199,5,Hot,Summer,Medium,Yes,No,2.7142857142857144,5.0,796,2024-03
2024-03-17,P017,Beauty,2,2,199,20,Sunny,Summer,Low,Yes,Yes,2.857142857142857,4.0,398,2024-03
2024-03-22,P017,Beauty,7,7,199,15,Hot,Summer,High,Yes,No,3.4285714285714284,2.0,1393,2024-03
2024-03-27,P017,Beauty,3,4,199,0,Sunny,Summer,Medium,No,No,3.4285714285714284,7.0,597,2024-03
2024-03-30,P017,Beauty,6,8,199,0,Hot,Summer,High,No,Yes,4.142857142857143,3.0,1194,2024-03
2024-03-31,P017,Beauty,3,3,199,0,Hot,Summer,Medium,No,Yes,4.285714285714286,6.0,597,2024-03
2024-04-04,P017,Beauty,3,5,199,0,Sunny,Summer,Medium,No,No,4.0,3.0,597,2024-04
2024-04-05,P017,Beauty,0,0,199,5,Hot,Summer,Low,Yes,No,3.4285714285714284,3.0,0,2024-04
2024-04-12,P017,Beauty,7,7,199,15,Hot,Summer,High,Yes,No,4.142857142857143,0.0,1393,2024-04
2024-04-16,P017,Beauty,2,3,199,0,Humid,Summer,Low,No,No,3.4285714285714284,7.0,398,2024-04
2024-04-17,P017,Beauty,3,3,199,0,Hot,Summer,Medium,No,No,3.4285714285714284,2.0,597,2024-04
2024-04-17,P017,Beauty,5,5,199,0,Hot,Summer,Medium,No,No,3.2857142857142856,3.0,995,2024-04
2024-04-21,P017,Beauty,1,4,199,0,Hot,Summer,Low,No,Yes,3.0,5.0,199,2024-04
2024-04-23,P017,Beauty,2,2,199,0,Hot,Summer,Low,No,No,2.857142857142857,1.0,398,2024-04
2024-04-23,P017,Beauty,4,4,199,0,Hot,Summer,Medium,No,No,3.4285714285714284,2.0,796,2024-04
2024-04-27,P017,Beauty,3,5,199,0,Sunny,Summer,Medium,No,Yes,2.857142857142857,4.0,597,2024-04
2024-05-04,P017,Beauty,2,4,199,0,Sunny,Summer,Low,No,Yes,2.857142857142857,3.0,398,2024-05
2024-05-08,P017,Beauty,2,5,199,0,Hot,Summer,Low,No,No,2.7142857142857144,2.0,398,2024-05
2024-05-09,P017,Beauty,1,4,199,0,Hot,Summer,Low,No,No,2.142857142857143,2.0,199,2024-05
2024-05-11,P017,Beauty,1,2,199,0,Sunny,Summer,Low,No,Yes,2.142857142857143,1.0,199,2024-05
2024-05-18,P017,Beauty,10,12,199,10,Sunny,Summer,High,Yes,Yes,3.2857142857142856,1.0,1990,2024-05
2024-05-21,P017,Beauty,2,3,199,0,Hot,Summer,Low,No,No,3.0,10.0,398,2024-05
2024-05-28,P017,Beauty,3,3,199,0,Hot,Summer,Medium,No,No,3.0,2.0,597,2024-05
2024-05-29,P017,Beauty,7,10,199,0,Hot,Summer,High,No,No,3.7142857142857144,3.0,1393,2024-05
2024-05-31,P017,Beauty,3,3,199,0,Humid,Summer,Medium,No,No,3.857142857142857,7.0,597,2024-05
2024-06-04,P017,Beauty,2,2,199,0,Rainy,Monsoon,Low,No,No,4.0,3.0,398,2024-06
2024-06-06,P017,Beauty,3,4,199,0,Cloudy,Monsoon,Medium,No,No,4.285714285714286,2.0,597,2024-06
2024-06-07,P017,Beauty,2,2,199,0,Rainy,Monsoon,Low,No,No,3.142857142857143,3.0,398,2024-06
2024-06-09,P017,Beauty,4,5,199,0,Rainy,Monsoon,Medium,No,Yes,3.4285714285714284,2.0,796,2024-06
2024-06-09,P017,Beauty,3,5,199,0,Rainy,Monsoon,Medium,No,Yes,3.4285714285714284,4.0,597,2024-06
2024-06-16,P017,Beauty,1,4,199,0,Humid,Monsoon,Low,No,Yes,2.5714285714285716,3.0,199,2024-06
2024-06-18,P017,Beauty,5,6,199,0,Rainy,Monsoon,Medium,No,No,2.857142857142857,1.0,995,2024-06
2024-06-18,P017,Beauty,1,1,199,0,Rainy,Monsoon,Low,No,No,2.7142857142857144,5.0,199,2024-06
2024-06-19,P017,Beauty,7,7,199,0,Cloudy,Monsoon,High,No,No,3.2857142857142856,1.0,1393,2024-06
2024-06-21,P017,Beauty,3,6,199,20,Humid,Monsoon,Medium,Yes,No,3.4285714285714284,7.0,597,2024-06
2024-06-21,P017,Beauty,8,10,199,0,Humid,Monsoon,High,No,No,4.0,3.0,1592,2024-06
2024-06-22,P017,Beauty,4,7,199,0,Rainy,Monsoon,Medium,No,Yes,4.142857142857143,8.0,796,2024-06
2024-06-22,P017,Beauty,3,6,199,0,Rainy,Monsoon,Medium,No,Yes,4.428571428571429,4.0,597,2024-06
2024-06-22,P017,Beauty,3,4,199,0,Rainy,Monsoon,Medium,No,Yes,4.142857142857143,3.0,597,2024-06
2024-06-24,P017,Beauty,4,7,199,0,Humid,Monsoon,Medium,No,No,4.571428571428571,3.0,796,2024-06
2024-07-04,P017,Beauty,2,2,199,0,Rainy,Monsoon,Low,No,No,3.857142857142857,4.0,398,2024-07
2024-07-06,P017,Beauty,6,8,199,15,Rainy,Monsoon,High,Yes,Yes,4.285714285714286,2.0,1194,2024-07
2024-07-11,P017,Beauty,3,6,199,0,Rainy,Monsoon,Medium,No,No,3.5714285714285716,6.0,597,2024-07
2024-07-17,P017,Beauty,1,4,199,0,Rainy,Monsoon,Low,No,No,3.142857142857143,3.0,199,2024-07
2024-07-17,P017,Beauty,4,7,199,5,Rainy,Monsoon,Medium,Yes,No,3.2857142857142856,1.0,796,2024-07
2024-07-19,P017,Beauty,4,5,199,0,Cloudy,Monsoon,Medium,No,No,3.4285714285714284,4.0,796,2024-07
2024-07-23,P017,Beauty,2,5,199,0,Cloudy,Monsoon,Low,No,No,3.142857142857143,4.0,398,2024-07
2024-07-24,P017,Beauty,1,2,199,0,Rainy,Monsoon,Low,No,No,3.0,2.0,199,2024-07
2024-07-26,P017,Beauty,2,2,199,0,Humid,Monsoon,Low,No,No,2.4285714285714284,1.0,398,2024-07
2024-07-26,P017,Beauty,4,7,199,0,Humid,Monsoon,Medium,No,No,2.5714285714285716,2.0,796,2024-07
2024-07-26,P017,Beauty,5,8,199,0,Humid,Monsoon,Medium,No,No,3.142857142857143,4.0,995,2024-07
2024-07-28,P017,Beauty,6,9,199,0,Rainy,Monsoon,High,No,Yes,3.4285714285714284,5.0,1194,2024-07
2024-07-28,P017,Beauty,2,5,199,0,Rainy,Monsoon,Low,No,Yes,3.142857142857143,6.0,398,2024-07
2024-07-29,P017,Beauty,5,8,199,0,Humid,Monsoon,Medium,No,No,3.5714285714285716,2.0,995,2024-07
2024-07-29,P017,Beauty,2,4,199,0,Humid,Monsoon,Low,No,No,3.7142857142857144,5.0,398,2024-07
2024-08-04,P017,Beauty,4,4,199,5,Humid,Monsoon,Medium,Yes,Yes,4.0,2.0,796,2024-08
2024-08-11,P017,Beauty,3,5,199,15,Rainy,Monsoon,Medium,Yes,Yes,3.857142857142857,4.0,597,2024-08
2024-08-14,P017,Beauty,0,2,199,0,Rainy,Monsoon,Low,No,No,3.142857142857143,3.0,0,2024-08
2024-08-20,P017,Beauty,6,9,199,5,Humid,Monsoon,High,Yes,No,3.142857142857143,0.0,1194,2024-08
2024-08-20,P017,Beauty,3,3,199,0,Humid,Monsoon,Medium,No,No,3.2857142857142856,6.0,597,2024-08
2024-08-22,P017,Beauty,3,6,199,10,Rainy,Monsoon,Medium,Yes,No,3.0,3.0,597,2024-08
2024-08-22,P017,Beauty,3,3,199,10,Rainy,Monsoon,Medium,Yes,No,3.142857142857143,3.0,597,2024-08
2024-08-23,P017,Beauty,3,4,199,10,Humid,Monsoon,Medium,Yes,No,3.0,3.0,597,2024-08
2024-08-24,P017,Beauty,3,3,199,0,Humid,Monsoon,Medium,No,Yes,3.0,3.0,597,2024-08
2024-08-25,P017,Beauty,4,6,199,0,Humid,Monsoon,Medium,No,Yes,3.5714285714285716,3.0,796,2024-08
2024-08-26,P017,Beauty,3,3,199,0,Cloudy,Monsoon,Medium,No,No,3.142857142857143,4.0,597,2024-08
2024-08-29,P017,Beauty,3,5,199,0,Rainy,Monsoon,Medium,No,No,3.142857142857143,3.0,597,2024-08
2024-09-01,P017,Beauty,1,1,199,0,Rainy,Monsoon,Low,No,Yes,2.857142857142857,3.0,199,2024-09
2024-09-01,P017,Beauty,6,6,199,15,Rainy,Monsoon,High,Yes,Yes,3.2857142857142856,1.0,1194,2024-09
2024-09-04,P017,Beauty,3,5,199,0,Humid,Monsoon,Medium,No,No,3.2857142857142856,6.0,597,2024-09
2024-09-05,P017,Beauty,1,1,199,0,Cloudy,Monsoon,Low,No,No,3.0,3.0,199,2024-09
2024-09-12,P017,Beauty,1,3,199,0,Rainy,Monsoon,Low,No,No,2.5714285714285716,1.0,199,2024-09
2024-09-18,P017,Beauty,3,3,199,0,Rainy,Monsoon,Medium,No,No,2.5714285714285716,1.0,597,2024-09
2024-09-18,P017,Beauty,3,5,199,0,Rainy,Monsoon,Medium,No,No,2.5714285714285716,3.0,597,2024-09
2024-09-19,P017,Beauty,6,8,199,5,Rainy,Monsoon,High,Yes,No,3.2857142857142856,3.0,1194,2024-09
2024-09-19,P017,Beauty,1,2,199,0,Rainy,Monsoon,Low,No,No,2.5714285714285716,6.0,199,2024-09
2024-09-25,P017,Beauty,3,4,199,0,Cloudy,Monsoon,Medium,No,No,2.5714285714285716,1.0,597,2024-09
2024-09-26,P017,Beauty,5,7,199,10,Rainy,Monsoon,Medium,Yes,No,3.142857142857143,3.0,995,2024-09
2024-10-01,P017,Beauty,2,4,199,0,Cloudy,Autumn,Low,No,No,3.2857142857142856,5.0,398,2024-10
2024-10-03,P017,Beauty,4,6,199,0,Cloudy,Autumn,Medium,No,No,3.4285714285714284,2.0,796,2024-10
2024-10-14,P017,Beauty,5,7,199,5,Cloudy,Autumn,Medium,Yes,No,3.7142857142857144,4.0,995,2024-10
2024-10-14,P017,Beauty,9,12,199,25,Cloudy,Autumn,High,Yes,No,4.142857142857143,5.0,1791,2024-10
2024-10-16,P017,Beauty,6,6,199,0,Pleasant,Autumn,High,No,No,4.857142857142857,9.0,1194,2024-10
2024-10-17,P017,Beauty,1,1,199,0,Sunny,Autumn,Low,No,No,4.571428571428571,6.0,199,2024-10
2024-10-24,P017,Beauty,11,14,199,0,Pleasant,Autumn,High,No,Yes,5.428571428571429,1.0,2189,2024-10
2024-10-27,P017,Beauty,9,9,199,5,Pleasant,Autumn,High,Yes,Yes,6.428571428571429,11.0,1791,2024-10
2024-11-04,P017,Beauty,9,9,199,5,Pleasant,Autumn,High,Yes,Yes,7.142857142857143,9.0,1791,2024-11
2024-11-07,P017,Beauty,3,3,199,5,Cloudy,Autumn,Medium,Yes,No,6.857142857142857,9.0,597,2024-11
2024-11-10,P017,Beauty,6,6,199,0,Pleasant,Autumn,High,No,Yes,6.428571428571429,3.0,1194,2024-11
2024-11-10,P017,Beauty,5,7,199,0,Pleasant,Autumn,Medium,No,Yes,6.285714285714286,6.0,995,2024-11
2024-11-10,P017,Beauty,4,4,199,0,Pleasant,Autumn,Medium,No,Yes,6.714285714285714,5.0,796,2024-11
2024-11-13,P017,Beauty,6,8,199,0,Pleasant,Autumn,High,No,No,6.0,4.0,1194,2024-11
2024-11-19,P017,Beauty,6,6,199,20,Cloudy,Autumn,High,Yes,No,5.571428571428571,6.0,1194,2024-11
2024-11-23,P017,Beauty,4,6,199,0,Sunny,Autumn,Medium,No,Yes,4.857142857142857,6.0,796,2024-11
2024-11-27,P017,Beauty,1,1,199,0,Cloudy,Autumn,Low,No,No,4.571428571428571,4.0,199,2024-11
2024-12-05,P017,Beauty,2,2,199,0,Sunny,Winter,Low,No,No,4.0,1.0,398,2024-12
2024-12-05,P017,Beauty,8,9,199,15,Sunny,Winter,High,Yes,No,4.428571428571429,2.0,1592,2024-12
2024-12-10,P017,Beauty,6,9,199,0,Cold,Winter,High,No,No,4.714285714285714,8.0,1194,2024-12
2024-12-14,P017,Beauty,6,9,199,0,Sunny,Winter,High,No,Yes,4.714285714285714,6.0,1194,2024-12
2024-12-19,P017,Beauty,4,6,199,20,Cold,Winter,Medium,Yes,No,4.428571428571429,6.0,796,2024-12
2024-12-24,P017,Beauty,2,2,199,0,Cold,Winter,Low,No,No,4.142857142857143,4.0,398,2024-12
2024-12-26,P017,Beauty,1,1,199,0,Cold,Winter,Low,No,No,4.142857142857143,2.0,199,2024-12
2024-12-30,P017,Beauty,3,6,199,0,Cold,Winter,Medium,No,No,4.285714285714286,1.0,597,2024-12
2024-12-30,P017,Beauty,1,2,199,0,Cold,Winter,Low,No,No,3.2857142857142856,3.0,199,2024-12
2022-01-01,P018,Makeup,3,4,499,0,Sunny,Winter,Medium,No,Yes,3.0,,1497,2022-01
2022-01-01,P018,Makeup,6,8,499,5,Sunny,Winter,High,Yes,Yes,4.5,3.0,2994,2022-01
2022-01-02,P018,Makeup,2,2,499,0,Sunny,Winter,Low,No,Yes,3.6666666666666665,6.0,998,2022-01
2022-01-02,P018,Makeup,4,6,499,0,Sunny,Winter,Medium,No,Yes,3.75,2.0,1996,2022-01
2022-01-08,P018,Makeup,2,5,499,0,Cold,Winter,Low,No,Yes,3.4,4.0,998,2022-01
2022-01-10,P018,Makeup,5,8,499,0,Sunny,Winter,Medium,No,No,3.6666666666666665,2.0,2495,2022-01
2022-01-11,P018,Makeup,1,4,499,0,Cold,Winter,Low,No,No,3.2857142857142856,5.0,499,2022-01
2022-01-13,P018,Makeup,5,6,499,0,Cold,Winter,Medium,No,No,3.5714285714285716,1.0,2495,2022-01
2022-01-14,P018,Makeup,8,8,499,25,Cold,Winter,High,Yes,Yes,3.857142857142857,5.0,3992,2022-01
2022-01-14,P018,Makeup,3,5,499,0,Cold,Winter,Medium,No,Yes,4.0,8.0,1497,2022-01
2022-01-15,P018,Makeup,7,7,499,0,Cold,Winter,High,No,Yes,4.428571428571429,3.0,3493,2022-01
2022-01-16,P018,Makeup,1,2,499,0,Cold,Winter,Low,No,Yes,4.285714285714286,7.0,499,2022-01
2022-01-16,P018,Makeup,6,9,499,20,Cold,Winter,High,Yes,Yes,4.428571428571429,1.0,2994,2022-01
2022-01-17,P018,Makeup,2,4,499,0,Sunny,Winter,Low,No,No,4.571428571428571,6.0,998,2022-01
2022-01-20,P018,Makeup,6,6,499,25,Sunny,Winter,High,Yes,No,4.714285714285714,2.0,2994,2022-01
2022-01-25,P018,Makeup,5,5,499,0,Cold,Winter,Medium,No,No,4.285714285714286,6.0,2495,2022-01
2022-01-25,P018,Makeup,2,5,499,0,Cold,Winter,Low,No,No,4.142857142857143,5.0,998,2022-01
2022-02-04,P018,Makeup,2,3,499,0,Sunny,Winter,Low,No,No,3.4285714285714284,2.0,998,2022-02
2022-02-06,P018,Makeup,1,2,499,0,Cloudy,Winter,Low,No,Yes,3.4285714285714284,2.0,499,2022-02
2022-02-08,P018,Makeup,2,2,499,15,Cold,Winter,Low,Yes,No,2.857142857142857,1.0,998,2022-02
2022-02-10,P018,Makeup,4,4,499,5,Cold,Winter,Medium,Yes,No,3.142857142857143,2.0,1996,2022-02
2022-02-11,P018,Makeup,3,3,499,0,Cold,Winter,Medium,No,No,2.7142857142857144,4.0,1497,2022-02
2022-02-11,P018,Makeup,5,6,499,20,Cold,Winter,Medium,Yes,No,2.7142857142857144,3.0,2495,2022-02
2022-02-14,P018,Makeup,3,3,499,0,Cold,Winter,Medium,No,No,2.857142857142857,5.0,1497,2022-02
2022-02-15,P018,Makeup,1,4,499,0,Cold,Winter,Low,No,No,2.7142857142857144,3.0,499,2022-02
2022-02-20,P018,Makeup,2,4,499,0,Cold,Winter,Low,No,Yes,2.857142857142857,1.0,998,2022-02
2022-02-24,P018,Makeup,2,2,499,25,Cold,Winter,Low,Yes,No,2.857142857142857,2.0,998,2022-02
2022-02-25,P018,Makeup,5,7,499,0,Cold,Winter,Medium,No,No,3.0,2.0,2495,2022-02
2022-02-25,P018,Makeup,1,3,499,0,Cold,Winter,Low,No,No,2.7142857142857144,5.0,499,2022-02
2022-02-28,P018,Makeup,6,9,499,25,Sunny,Winter,High,Yes,No,2.857142857142857,1.0,2994,2022-02
2022-02-28,P018,Makeup,1,2,499,0,Sunny,Winter,Low,No,No,2.5714285714285716,6.0,499,2022-02
2022-03-04,P018,Makeup,2,3,499,0,Hot,Summer,Low,No,No,2.7142857142857144,1.0,998,2022-03
2022-03-06,P018,Makeup,5,5,499,0,Sunny,Summer,Medium,No,Yes,3.142857142857143,2.0,2495,2022-03
2022-03-07,P018,Makeup,1,4,499,0,Hot,Summer,Low,No,No,3.0,5.0,499,2022-03
2022-03-07,P018,Makeup,3,5,499,0,Hot,Summer,Medium,No,No,2.7142857142857144,1.0,1497,2022-03
2022-03-12,P018,Makeup,4,7,499,0,Sunny,Summer,Medium,No,Yes,3.142857142857143,3.0,1996,2022-03
2022-03-15,P018,Makeup,4,6,499,0,Humid,Summer,Medium,No,No,2.857142857142857,4.0,1996,2022-03
2022-03-17,P018,Makeup,4,5,499,0,Sunny,Summer,Medium,No,No,3.2857142857142856,4.0,1996,2022-03
2022-03-20,P018,Makeup,4,5,499,0,Hot,Summer,Medium,No,Yes,3.5714285714285716,4.0,1996,2022-03
2022-03-27,P018,Makeup,4,6,499,0,Sunny,Summer,Medium,No,Yes,3.4285714285714284,4.0,1996,2022-03
2022-03-30,P018,Makeup,8,11,499,5,Hot,Summer,High,Yes,No,4.428571428571429,4.0,3992,2022-03
2022-03-31,P018,Makeup,2,2,499,0,Hot,Summer,Low,No,No,4.285714285714286,8.0,998,2022-03
