date,product_id,category,units_sold,units_ordered,price,discount(%),weather,season,demand,promotion,holiday,revenue,revenue_ma7,lag_1,promotion_flag,holiday_flag,month
2024-07-05,P022,Travel Necessaries,0,3,2500,0,Rainy,Monsoon,Low,No,No,0.0,4750.0,5000.0,0,0,2024-07
2024-07-07,P022,Travel Necessaries,3,6,2500,0,Humid,Monsoon,Medium,No,Yes,7500.0,5464.285714285715,0.0,0,1,2024-07
2024-07-09,P022,Travel Necessaries,0,1,2500,0,Rainy,Monsoon,Low,No,No,0.0,5464.285714285715,7500.0,0,0,2024-07
2024-07-09,P022,Travel Necessaries,1,4,2500,25,Rainy,Monsoon,Low,Yes,No,1875.0,3482.1428571428573,0.0,1,0,2024-07
2024-07-10,P022,Travel Necessaries,0,1,2500,0,Rainy,Monsoon,Low,No,No,0.0,3482.1428571428573,1875.0,0,0,2024-07
2024-07-12,P022,Travel Necessaries,2,4,2500,0,Cloudy,Monsoon,Medium,No,No,5000.0,2767.8571428571427,0.0,0,0,2024-07
2024-07-16,P022,Travel Necessaries,1,3,2500,0,Rainy,Monsoon,Low,No,No,2500.0,2410.714285714286,5000.0,0,0,2024-07
2024-07-21,P022,Travel Necessaries,4,4,2500,0,Rainy,Monsoon,High,No,Yes,10000.0,3839.285714285714,2500.0,0,1,2024-07
2024-07-22,P022,Travel Necessaries,4,5,2500,0,Humid,Monsoon,High,No,No,10000.0,4196.428571428572,10000.0,0,0,2024-07
2024-07-24,P022,Travel Necessaries,6,6,2500,0,Rainy,Monsoon,High,No,No,15000.0,6339.285714285715,10000.0,0,0,2024-07
2024-07-26,P022,Travel Necessaries,5,6,2500,25,Humid,Monsoon,High,Yes,No,9375.0,7410.714285714285,15000.0,1,0,2024-07
2024-07-28,P022,Travel Necessaries,2,5,2500,0,Rainy,Monsoon,Medium,No,Yes,5000.0,8125.0,9375.0,0,1,2024-07
2024-07-29,P022,Travel Necessaries,0,2,2500,0,Humid,Monsoon,Low,No,No,0.0,7410.714285714285,5000.0,0,0,2024-07
2024-07-29,P022,Travel Necessaries,3,5,2500,0,Humid,Monsoon,Medium,No,No,7500.0,8125.0,0.0,0,0,2024-07
2024-07-29,P022,Travel Necessaries,5,6,2500,20,Humid,Monsoon,High,Yes,No,10000.0,8125.0,7500.0,1,0,2024-07
2024-07-29,P022,Travel Necessaries,0,1,2500,0,Humid,Monsoon,Low,No,No,0.0,6696.428571428572,10000.0,0,0,2024-07
2024-08-02,P022,Travel Necessaries,2,5,2500,0,Rainy,Monsoon,Medium,No,No,5000.0,5267.857142857143,0.0,0,0,2024-08
2024-08-03,P022,Travel Necessaries,1,4,2500,25,Rainy,Monsoon,Low,Yes,Yes,1875.0,4196.428571428572,5000.0,1,1,2024-08
2024-08-06,P022,Travel Necessaries,1,4,2500,0,Humid,Monsoon,Low,No,No,2500.0,3839.285714285714,1875.0,0,0,2024-08
2024-08-09,P022,Travel Necessaries,5,7,2500,5,Rainy,Monsoon,High,Yes,No,11875.0,5535.714285714285,2500.0,1,0,2024-08
2024-08-10,P022,Travel Necessaries,3,5,2500,0,Cloudy,Monsoon,Medium,No,Yes,7500.0,5535.714285714285,11875.0,0,1,2024-08
2024-08-10,P022,Travel Necessaries,1,4,2500,0,Cloudy,Monsoon,Low,No,Yes,2500.0,4464.285714285715,7500.0,0,1,2024-08
2024-08-15,P022,Travel Necessaries,3,3,2500,0,Rainy,Monsoon,Medium,No,Yes,7500.0,5535.714285714285,2500.0,0,1,2024-08
2024-08-15,P022,Travel Necessaries,2,5,2500,0,Rainy,Monsoon,Medium,No,Yes,5000.0,5535.714285714285,7500.0,0,1,2024-08
2024-08-17,P022,Travel Necessaries,3,5,2500,0,Rainy,Monsoon,Medium,No,Yes,7500.0,6339.285714285715,5000.0,0,1,2024-08
2024-08-19,P022,Travel Necessaries,3,5,2500,25,Rainy,Monsoon,Medium,Yes,No,5625.0,6785.714285714285,7500.0,1,0,2024-08
2024-08-20,P022,Travel Necessaries,6,8,2500,20,Humid,Monsoon,High,Yes,No,12000.0,6803.571428571428,5625.0,1,0,2024-08
2024-08-21,P022,Travel Necessaries,2,5,2500,0,Rainy,Monsoon,Medium,No,No,5000.0,6446.428571428572,12000.0,0,0,2024-08
2024-08-23,P022,Travel Necessaries,4,5,2500,0,Humid,Monsoon,High,No,No,10000.0,7517.857142857143,5000.0,0,0,2024-08
2024-08-24,P022,Travel Necessaries,2,4,2500,0,Humid,Monsoon,Medium,No,Yes,5000.0,7160.714285714285,10000.0,0,1,2024-08
2024-08-27,P022,Travel Necessaries,8,8,2500,0,Cloudy,Monsoon,High,No,No,20000.0,9303.57142857143,5000.0,0,0,2024-08
2024-08-30,P022,Travel Necessaries,1,4,2500,0,Rainy,Monsoon,Low,No,No,2500.0,8589.285714285714,20000.0,0,0,2024-08
2024-09-06,P022,Travel Necessaries,3,3,2500,0,Rainy,Monsoon,Medium,No,No,7500.0,8857.142857142857,2500.0,0,0,2024-09
2024-09-10,P022,Travel Necessaries,0,1,2500,5,Rainy,Monsoon,Low,Yes,No,0.0,7142.857142857143,7500.0,1,0,2024-09
2024-09-11,P022,Travel Necessaries,1,3,2500,0,Humid,Monsoon,Low,No,No,2500.0,6785.714285714285,0.0,0,0,2024-09
2024-09-16,P022,Travel Necessaries,1,4,2500,0,Rainy,Monsoon,Low,No,No,2500.0,5714.285714285715,2500.0,0,0,2024-09
2024-09-17,P022,Travel Necessaries,2,2,2500,5,Rainy,Monsoon,Medium,Yes,No,4750.0,5678.571428571428,2500.0,1,0,2024-09
2024-09-18,P022,Travel Necessaries,4,5,2500,0,Rainy,Monsoon,High,No,No,10000.0,4250.0,4750.0,0,0,2024-09
2024-09-21,P022,Travel Necessaries,4,6,2500,10,Rainy,Monsoon,High,Yes,Yes,9000.0,5178.571428571428,10000.0,1,1,2024-09
2024-09-24,P022,Travel Necessaries,4,6,2500,0,Rainy,Monsoon,High,No,No,10000.0,5535.714285714285,9000.0,0,0,2024-09
2024-09-26,P022,Travel Necessaries,3,5,2500,0,Rainy,Monsoon,Medium,No,No,7500.0,6607.142857142857,10000.0,0,0,2024-09
2024-10-04,P022,Travel Necessaries,1,2,2500,0,Pleasant,Autumn,Low,No,No,2500.0,6607.142857142857,7500.0,0,0,2024-10
2024-10-05,P022,Travel Necessaries,3,3,2500,20,Cloudy,Autumn,Medium,Yes,Yes,6000.0,7107.142857142857,2500.0,1,1,2024-10
2024-10-06,P022,Travel Necessaries,2,4,2500,0,Cloudy,Autumn,Medium,No,Yes,5000.0,7142.857142857143,6000.0,0,1,2024-10
2024-10-07,P022,Travel Necessaries,2,5,2500,0,Pleasant,Autumn,Medium,No,No,5000.0,6428.571428571428,5000.0,0,0,2024-10
2024-10-08,P022,Travel Necessaries,1,3,2500,0,Pleasant,Autumn,Low,No,No,2500.0,5500.0,5000.0,0,0,2024-10
2024-10-10,P022,Travel Necessaries,5,8,2500,0,Pleasant,Autumn,High,No,No,12500.0,5857.142857142857,2500.0,0,0,2024-10
2024-10-13,P022,Travel Necessaries,0,3,2500,0,Sunny,Autumn,Low,No,Yes,0.0,4785.714285714285,12500.0,0,1,2024-10
2024-10-15,P022,Travel Necessaries,2,5,2500,0,Pleasant,Autumn,Medium,No,No,5000.0,5142.857142857143,0.0,0,0,2024-10
2024-10-16,P022,Travel Necessaries,6,7,2500,25,Pleasant,Autumn,High,Yes,No,11250.0,5892.857142857143,5000.0,1,0,2024-10
2024-10-17,P022,Travel Necessaries,3,5,2500,20,Sunny,Autumn,Medium,Yes,No,6000.0,6035.714285714285,11250.0,1,0,2024-10
2024-10-18,P022,Travel Necessaries,2,3,2500,0,Sunny,Autumn,Medium,No,No,5000.0,6035.714285714285,6000.0,0,0,2024-10
2024-10-22,P022,Travel Necessaries,0,3,2500,0,Cloudy,Autumn,Low,No,No,0.0,5678.571428571428,5000.0,0,0,2024-10
2024-10-22,P022,Travel Necessaries,2,5,2500,0,Cloudy,Autumn,Medium,No,No,5000.0,4607.142857142857,0.0,0,0,2024-10
2024-10-26,P022,Travel Necessaries,0,1,2500,20,Pleasant,Autumn,Low,Yes,Yes,0.0,4607.142857142857,5000.0,1,1,2024-10
2024-10-30,P022,Travel Necessaries,2,3,2500,10,Pleasant,Autumn,Medium,Yes,No,4500.0,4535.714285714285,0.0,1,0,2024-10
2024-11-01,P022,Travel Necessaries,2,3,2500,0,Pleasant,Autumn,Medium,No,No,5000.0,3642.8571428571427,4500.0,0,0,2024-11
2024-11-02,P022,Travel Necessaries,1,2,2500,0,Pleasant,Autumn,Low,No,Yes,2500.0,3142.8571428571427,5000.0,0,1,2024-11
2024-11-02,P022,Travel Necessaries,4,7,2500,15,Pleasant,Autumn,High,Yes,Yes,8500.0,3642.8571428571427,2500.0,1,1,2024-11
2024-11-03,P022,Travel Necessaries,1,1,2500,0,Pleasant,Autumn,Low,No,Yes,2500.0,4000.0,8500.0,0,1,2024-11
2024-11-05,P022,Travel Necessaries,3,6,2500,0,Sunny,Autumn,Medium,No,No,7500.0,4357.142857142857,2500.0,0,0,2024-11
2024-11-07,P022,Travel Necessaries,1,2,2500,0,Cloudy,Autumn,Low,No,No,2500.0,4714.285714285715,7500.0,0,0,2024-11
2024-11-13,P022,Travel Necessaries,2,2,2500,15,Pleasant,Autumn,Medium,Yes,No,4250.0,4678.571428571428,2500.0,1,0,2024-11
2024-11-15,P022,Travel Necessaries,0,0,2500,0,Cloudy,Autumn,Low,No,No,0.0,3964.285714285714,4250.0,0,0,2024-11
2024-11-16,P022,Travel Necessaries,2,4,2500,25,Pleasant,Autumn,Medium,Yes,Yes,3750.0,4142.857142857143,0.0,1,1,2024-11
2024-11-22,P022,Travel Necessaries,2,4,2500,15,Pleasant,Autumn,Medium,Yes,No,4250.0,3535.714285714286,3750.0,1,0,2024-11
2024-11-26,P022,Travel Necessaries,2,4,2500,15,Pleasant,Autumn,Medium,Yes,No,4250.0,3785.714285714286,4250.0,1,0,2024-11
2024-11-28,P022,Travel Necessaries,1,3,2500,0,Cloudy,Autumn,Low,No,No,2500.0,3071.4285714285716,4250.0,0,0,2024-11
2024-11-28,P022,Travel Necessaries,1,1,2500,0,Cloudy,Autumn,Low,No,No,2500.0,3071.4285714285716,2500.0,0,0,2024-11
2024-11-29,P022,Travel Necessaries,5,8,2500,0,Pleasant,Autumn,High,No,No,12500.0,4250.0,2500.0,0,0,2024-11
2024-12-02,P022,Travel Necessaries,2,3,2500,0,Cold,Winter,Medium,No,No,5000.0,4964.285714285715,12500.0,0,0,2024-12
2024-12-03,P022,Travel Necessaries,1,1,2500,0,Sunny,Winter,Low,No,No,2500.0,4785.714285714285,5000.0,0,0,2024-12
2024-12-07,P022,Travel Necessaries,4,4,2500,0,Sunny,Winter,High,No,Yes,10000.0,5607.142857142857,2500.0,0,1,2024-12
2024-12-10,P022,Travel Necessaries,3,6,2500,15,Cold,Winter,Medium,Yes,No,6375.0,5910.714285714285,10000.0,1,0,2024-12
2024-12-11,P022,Travel Necessaries,1,4,2500,0,Sunny,Winter,Low,No,No,2500.0,5910.714285714285,6375.0,0,0,2024-12
2024-12-13,P022,Travel Necessaries,1,2,2500,0,Cold,Winter,Low,No,No,2500.0,5910.714285714285,2500.0,0,0,2024-12
2024-12-14,P022,Travel Necessaries,2,5,2500,0,Sunny,Winter,Medium,No,Yes,5000.0,4839.285714285715,2500.0,0,1,2024-12
2024-12-20,P022,Travel Necessaries,1,2,2500,5,Cloudy,Winter,Low,Yes,No,2375.0,4464.285714285715,5000.0,1,0,2024-12
2024-12-22,P022,Travel Necessaries,2,3,2500,0,Cold,Winter,Medium,No,Yes,5000.0,4821.428571428572,2375.0,0,1,2024-12
2024-12-26,P022,Travel Necessaries,0,3,2500,0,Cold,Winter,Low,No,No,0.0,3392.8571428571427,5000.0,0,0,2024-12
2024-12-27,P022,Travel Necessaries,1,4,2500,0,Sunny,Winter,Low,No,No,2500.0,2839.285714285714,0.0,0,0,2024-12
2024-12-29,P022,Travel Necessaries,2,2,2500,0,Cold,Winter,Medium,No,Yes,5000.0,3196.4285714285716,2500.0,0,1,2024-12
2024-12-30,P022,Travel Necessaries,3,5,2500,25,Cold,Winter,Medium,Yes,No,5625.0,3642.8571428571427,5000.0,1,0,2024-12
2022-01-01,P023,Sweets,58,58,600,0,Sunny,Winter,High,No,Yes,34800.0,34800.0,,0,1,2022-01
2022-01-07,P023,Sweets,5,6,600,0,Sunny,Winter,Low,No,No,3000.0,18900.0,34800.0,0,0,2022-01
2022-01-08,P023,Sweets,8,9,600,0,Cold,Winter,Medium,No,Yes,4800.0,14200.0,3000.0,0,1,2022-01
2022-01-11,P023,Sweets,5,8,600,0,Cold,Winter,Low,No,No,3000.0,11400.0,4800.0,0,0,2022-01
2022-01-12,P023,Sweets,12,14,600,0,Cloudy,Winter,Medium,No,No,7200.0,10560.0,3000.0,0,0,2022-01
2022-01-14,P023,Sweets,27,29,600,0,Cold,Winter,High,No,Yes,16200.0,11500.0,7200.0,0,1,2022-01
2022-01-14,P023,Sweets,6,8,600,0,Cold,Winter,Low,No,Yes,3600.0,10371.42857142857,16200.0,0,1,2022-01
2022-01-19,P023,Sweets,10,11,600,0,Cold,Winter,Medium,No,No,6000.0,6257.142857142857,3600.0,0,0,2022-01
2022-01-22,P023,Sweets,16,18,600,10,Cold,Winter,High,Yes,Yes,8640.0,7062.857142857143,6000.0,1,1,2022-01
2022-01-25,P023,Sweets,8,10,600,0,Cold,Winter,Medium,No,No,4800.0,7062.857142857143,8640.0,0,0,2022-01
2022-01-25,P023,Sweets,16,17,600,25,Cold,Winter,High,Yes,No,7200.0,7662.857142857143,4800.0,1,0,2022-01
2022-01-27,P023,Sweets,2,3,600,0,Cold,Winter,Low,No,No,1200.0,6805.714285714285,7200.0,0,0,2022-01
2022-01-30,P023,Sweets,15,18,600,0,Cold,Winter,High,No,Yes,9000.0,5777.142857142857,1200.0,0,1,2022-01
2022-01-31,P023,Sweets,5,5,600,0,Cold,Winter,Low,No,No,3000.0,5691.428571428572,9000.0,0,0,2022-01
2022-02-01,P023,Sweets,6,6,600,0,Sunny,Winter,Low,No,No,3600.0,5348.571428571428,3000.0,0,0,2022-02
2022-02-02,P023,Sweets,3,5,600,0,Cold,Winter,Low,No,No,1800.0,4371.428571428572,3600.0,0,0,2022-02
2022-02-04,P023,Sweets,4,5,600,0,Sunny,Winter,Low,No,No,2400.0,4028.5714285714284,1800.0,0,0,2022-02
2022-02-07,P023,Sweets,3,4,600,0,Cold,Winter,Low,No,No,1800.0,3257.1428571428573,2400.0,0,0,2022-02
2022-02-13,P023,Sweets,9,12,600,0,Cold,Winter,Medium,No,Yes,5400.0,3857.1428571428573,1800.0,0,1,2022-02
2022-02-17,P023,Sweets,5,8,600,0,Cold,Winter,Low,No,No,3000.0,3000.0,5400.0,0,0,2022-02
2022-02-18,P023,Sweets,10,13,600,0,Cold,Winter,Medium,No,No,6000.0,3428.5714285714284,3000.0,0,0,2022-02
2022-02-23,P023,Sweets,8,10,600,0,Cold,Winter,Medium,No,No,4800.0,3600.0,6000.0,0,0,2022-02
2022-02-28,P023,Sweets,9,11,600,0,Sunny,Winter,Medium,No,No,5400.0,4114.285714285715,4800.0,0,0,2022-02
2022-02-28,P023,Sweets,3,4,600,0,Sunny,Winter,Low,No,No,1800.0,4028.5714285714284,5400.0,0,0,2022-02
2022-03-01,P023,Sweets,9,10,600,0,Hot,Summer,Medium,No,No,5400.0,4542.857142857143,1800.0,0,0,2022-03
2022-03-01,P023,Sweets,7,7,600,0,Hot,Summer,Medium,No,No,4200.0,4371.428571428572,5400.0,0,0,2022-03
2022-03-01,P023,Sweets,12,13,600,0,Hot,Summer,Medium,No,No,7200.0,4971.428571428572,4200.0,0,0,2022-03
2022-03-03,P023,Sweets,6,6,600,0,Hot,Summer,Low,No,No,3600.0,4628.571428571428,7200.0,0,0,2022-03
2022-03-06,P023,Sweets,10,12,600,0,Sunny,Summer,Medium,No,Yes,6000.0,4800.0,3600.0,0,1,2022-03
2022-03-07,P023,Sweets,13,14,600,0,Hot,Summer,Medium,No,No,7800.0,5142.857142857143,6000.0,0,0,2022-03
2022-03-08,P023,Sweets,24,26,600,0,Hot,Summer,High,No,Yes,14400.0,6942.857142857143,7800.0,0,1,2022-03
2022-03-08,P023,Sweets,15,16,600,0,Hot,Summer,High,No,Yes,9000.0,7457.142857142857,14400.0,0,1,2022-03
2022-03-10,P023,Sweets,5,6,600,0,Hot,Summer,Low,No,No,3000.0,7285.714285714285,9000.0,0,0,2022-03
2022-03-15,P023,Sweets,8,9,600,0,Humid,Summer,Medium,No,No,4800.0,6942.857142857143,3000.0,0,0,2022-03
2022-03-16,P023,Sweets,8,8,600,0,Hot,Summer,Medium,No,No,4800.0,7114.285714285715,4800.0,0,0,2022-03
2022-03-17,P023,Sweets,8,9,600,0,Sunny,Summer,Medium,No,No,4800.0,6942.857142857143,4800.0,0,0,2022-03
2022-03-18,P023,Sweets,6,6,600,0,Humid,Summer,Low,No,No,3600.0,6342.857142857143,4800.0,0,0,2022-03
2022-03-21,P023,Sweets,12,15,600,10,Sunny,Summer,Medium,Yes,No,6480.0,5211.428571428572,3600.0,1,0,2022-03
2022-03-25,P023,Sweets,8,10,600,0,Hot,Summer,Medium,No,No,4800.0,4611.428571428572,6480.0,0,0,2022-03
2022-03-28,P023,Sweets,9,12,600,0,Sunny,Summer,Medium,No,No,5400.0,4954.285714285715,4800.0,0,0,2022-03
2022-03-28,P023,Sweets,18,18,600,15,Sunny,Summer,High,Yes,No,9180.0,5580.0,5400.0,1,0,2022-03
2022-03-29,P023,Sweets,6,7,600,0,Sunny,Summer,Low,No,No,3600.0,5408.571428571428,9180.0,0,0,2022-03
2022-04-05,P023,Sweets,5,8,600,0,Hot,Summer,Low,No,No,3000.0,5151.428571428572,3600.0,0,0,2022-04
2022-04-06,P023,Sweets,6,6,600,0,Sunny,Summer,Low,No,No,3600.0,5151.428571428572,3000.0,0,0,2022-04
2022-04-07,P023,Sweets,5,6,600,0,Humid,Summer,Low,No,No,3000.0,4654.285714285715,3600.0,0,0,2022-04
2022-04-16,P023,Sweets,9,10,600,0,Hot,Summer,Medium,No,Yes,5400.0,4740.0,3000.0,0,1,2022-04
2022-04-19,P023,Sweets,10,12,600,0,Sunny,Summer,Medium,No,No,6000.0,4825.714285714285,5400.0,0,0,2022-04
2022-04-21,P023,Sweets,5,7,600,0,Humid,Summer,Low,No,No,3000.0,3942.8571428571427,6000.0,0,0,2022-04
2022-05-01,P023,Sweets,11,14,600,25,Sunny,Summer,Medium,Yes,Yes,4950.0,4135.714285714285,3000.0,1,1,2022-05
2022-05-02,P023,Sweets,8,11,600,0,Humid,Summer,Medium,No,No,4800.0,4392.857142857143,4950.0,0,0,2022-05
2022-05-03,P023,Sweets,10,12,600,15,Hot,Summer,Medium,Yes,No,5100.0,4607.142857142857,4800.0,1,0,2022-05
2022-05-05,P023,Sweets,11,12,600,0,Sunny,Summer,Medium,No,No,6600.0,5121.428571428572,5100.0,0,0,2022-05
2022-05-08,P023,Sweets,3,3,600,0,Hot,Summer,Low,No,Yes,1800.0,4607.142857142857,6600.0,0,1,2022-05
2022-05-12,P023,Sweets,2,4,600,0,Humid,Summer,Low,No,No,1200.0,3921.4285714285716,1800.0,0,0,2022-05
2022-05-14,P023,Sweets,6,6,600,0,Sunny,Summer,Low,No,Yes,3600.0,4007.1428571428573,1200.0,0,1,2022-05
2022-05-16,P023,Sweets,4,6,600,0,Hot,Summer,Low,No,No,2400.0,3642.8571428571427,3600.0,0,0,2022-05
2022-05-17,P023,Sweets,16,16,600,0,Sunny,Summer,High,No,No,9600.0,4328.571428571428,2400.0,0,0,2022-05
2022-05-20,P023,Sweets,4,6,600,0,Hot,Summer,Low,No,No,2400.0,3942.8571428571427,9600.0,0,0,2022-05
2022-05-22,P023,Sweets,10,13,600,0,Hot,Summer,Medium,No,Yes,6000.0,3857.1428571428573,2400.0,0,1,2022-05
2022-05-23,P023,Sweets,8,9,600,0,Hot,Summer,Medium,No,No,4800.0,4285.714285714285,6000.0,0,0,2022-05
2022-05-27,P023,Sweets,4,7,600,0,Sunny,Summer,Low,No,No,2400.0,4457.142857142857,4800.0,0,0,2022-05
2022-05-27,P023,Sweets,12,13,600,0,Sunny,Summer,Medium,No,No,7200.0,4971.428571428572,2400.0,0,0,2022-05
2022-05-28,P023,Sweets,18,20,600,10,Sunny,Summer,High,Yes,Yes,9720.0,6017.142857142857,7200.0,1,1,2022-05
2022-05-30,P023,Sweets,9,10,600,0,Sunny,Summer,Medium,No,No,5400.0,5417.142857142857,9720.0,0,0,2022-05
2022-06-01,P023,Sweets,5,5,600,10,Rainy,Monsoon,Low,Yes,No,2700.0,5460.0,5400.0,1,0,2022-06
2022-06-03,P023,Sweets,11,13,600,0,Rainy,Monsoon,Medium,No,No,6600.0,5545.714285714285,2700.0,0,0,2022-06
2022-06-05,P023,Sweets,12,15,600,0,Rainy,Monsoon,Medium,No,Yes,7200.0,5888.571428571428,6600.0,0,1,2022-06
2022-06-06,P023,Sweets,6,8,600,0,Rainy,Monsoon,Low,No,No,3600.0,6060.0,7200.0,0,0,2022-06
2022-06-08,P023,Sweets,10,10,600,0,Rainy,Monsoon,Medium,No,No,6000.0,5888.571428571428,3600.0,0,0,2022-06
2022-06-11,P023,Sweets,7,10,600,0,Humid,Monsoon,Medium,No,Yes,4200.0,5100.0,6000.0,0,1,2022-06
2022-06-14,P023,Sweets,14,17,600,0,Cloudy,Monsoon,High,No,No,8400.0,5528.571428571428,4200.0,0,0,2022-06
2022-06-14,P023,Sweets,6,6,600,0,Cloudy,Monsoon,Low,No,No,3600.0,5657.142857142857,8400.0,0,0,2022-06
2022-06-17,P023,Sweets,10,11,600,0,Rainy,Monsoon,Medium,No,No,6000.0,5571.428571428572,3600.0,0,0,2022-06
2022-06-20,P023,Sweets,11,14,600,0,Rainy,Monsoon,Medium,No,No,6600.0,5485.714285714285,6000.0,0,0,2022-06
2022-06-23,P023,Sweets,5,7,600,10,Rainy,Monsoon,Low,Yes,No,2700.0,5357.142857142857,6600.0,1,0,2022-06
2022-06-25,P023,Sweets,15,16,600,0,Cloudy,Monsoon,High,No,Yes,9000.0,5785.714285714285,2700.0,0,1,2022-06
2022-06-26,P023,Sweets,17,20,600,0,Rainy,Monsoon,High,No,Yes,10200.0,6642.857142857143,9000.0,0,1,2022-06
2022-06-27,P023,Sweets,11,13,600,0,Rainy,Monsoon,Medium,No,No,6600.0,6385.714285714285,10200.0,0,0,2022-06
2022-06-27,P023,Sweets,8,10,600,0,Rainy,Monsoon,Medium,No,No,4800.0,6557.142857142857,6600.0,0,0,2022-06
2022-06-29,P023,Sweets,11,12,600,0,Cloudy,Monsoon,Medium,No,No,6600.0,6642.857142857143,4800.0,0,0,2022-06
2022-07-04,P023,Sweets,8,11,600,0,Rainy,Monsoon,Medium,No,No,4800.0,6385.714285714285,6600.0,0,0,2022-07
2022-07-10,P023,Sweets,21,22,600,15,Rainy,Monsoon,High,Yes,Yes,10710.0,7530.0,4800.0,1,1,2022-07
2022-07-15,P023,Sweets,8,9,600,0,Rainy,Monsoon,Medium,No,No,4800.0,6930.0,10710.0,0,0,2022-07
2022-07-17,P023,Sweets,9,10,600,0,Humid,Monsoon,Medium,No,Yes,5400.0,6244.285714285715,4800.0,0,1,2022-07
2022-07-17,P023,Sweets,8,8,600,0,Humid,Monsoon,Medium,No,Yes,4800.0,5987.142857142857,5400.0,0,1,2022-07
2022-07-20,P023,Sweets,8,11,600,0,Rainy,Monsoon,Medium,No,No,4800.0,5987.142857142857,4800.0,0,0,2022-07
2022-07-23,P023,Sweets,11,14,600,0,Rainy,Monsoon,Medium,No,Yes,6600.0,5987.142857142857,4800.0,0,1,2022-07
2022-07-25,P023,Sweets,7,10,600,0,Rainy,Monsoon,Medium,No,No,4200.0,5901.428571428572,6600.0,0,0,2022-07
2022-07-25,P023,Sweets,13,14,600,0,Rainy,Monsoon,Medium,No,No,7800.0,5485.714285714285,4200.0,0,0,2022-07
2022-07-26,P023,Sweets,11,12,600,0,Rainy,Monsoon,Medium,No,No,6600.0,5742.857142857143,7800.0,0,0,2022-07
2022-07-26,P023,Sweets,11,14,600,5,Rainy,Monsoon,Medium,Yes,No,6270.0,5867.142857142857,6600.0,1,0,2022-07
2022-08-11,P023,Sweets,7,9,600,20,Rainy,Monsoon,Medium,Yes,No,3360.0,5661.428571428572,6270.0,1,0,2022-08
2022-08-11,P023,Sweets,6,8,600,0,Rainy,Monsoon,Low,No,No,3600.0,5490.0,3360.0,0,0,2022-08
2022-08-11,P023,Sweets,8,9,600,0,Rainy,Monsoon,Medium,No,No,4800.0,5232.857142857143,3600.0,0,0,2022-08
2022-08-15,P023,Sweets,9,10,600,0,Rainy,Monsoon,Medium,No,Yes,5400.0,5404.285714285715,4800.0,0,1,2022-08
2022-08-16,P023,Sweets,9,9,600,0,Humid,Monsoon,Medium,No,No,5400.0,5061.428571428572,5400.0,0,0,2022-08
2022-08-18,P023,Sweets,4,7,600,0,Rainy,Monsoon,Low,No,No,2400.0,4461.428571428572,5400.0,0,0,2022-08
2022-08-24,P023,Sweets,7,9,600,0,Humid,Monsoon,Medium,No,No,4200.0,4165.714285714285,2400.0,0,0,2022-08
2022-08-31,P023,Sweets,11,13,600,0,Rainy,Monsoon,Medium,No,No,6600.0,4628.571428571428,4200.0,0,0,2022-08
2022-09-04,P023,Sweets,6,7,600,0,Humid,Monsoon,Low,No,Yes,3600.0,4628.571428571428,6600.0,0,1,2022-09
2022-09-05,P023,Sweets,8,10,600,10,Rainy,Monsoon,Medium,Yes,No,4320.0,4560.0,3600.0,1,0,2022-09
2022-09-06,P023,Sweets,8,11,600,0,Rainy,Monsoon,Medium,No,No,4800.0,4474.285714285715,4320.0,0,0,2022-09
2022-09-06,P023,Sweets,6,6,600,20,Rainy,Monsoon,Low,Yes,No,2880.0,4114.285714285715,4800.0,1,0,2022-09
2022-09-07,P023,Sweets,4,7,600,0,Humid,Monsoon,Low,No,No,2400.0,4114.285714285715,2880.0,0,0,2022-09
2022-09-07,P023,Sweets,4,5,600,0,Humid,Monsoon,Low,No,No,2400.0,3857.1428571428573,2400.0,0,0,2022-09
2022-09-09,P023,Sweets,7,8,600,0,Rainy,Monsoon,Medium,No,No,4200.0,3514.285714285714,2400.0,0,0,2022-09
2022-09-09,P023,Sweets,10,11,600,0,Rainy,Monsoon,Medium,No,No,6000.0,3857.1428571428573,4200.0,0,0,2022-09
2022-09-10,P023,Sweets,5,5,600,0,Cloudy,Monsoon,Low,No,Yes,3000.0,3668.5714285714284,6000.0,0,1,2022-09
2022-09-12,P023,Sweets,9,12,600,25,Cloudy,Monsoon,Medium,Yes,No,4050.0,3561.4285714285716,3000.0,1,0,2022-09
2022-09-12,P023,Sweets,6,7,600,0,Cloudy,Monsoon,Low,No,No,3600.0,3664.285714285714,4050.0,0,0,2022-09
2022-09-17,P023,Sweets,4,7,600,0,Cloudy,Monsoon,Low,No,Yes,2400.0,3664.285714285714,3600.0,0,1,2022-09
2022-09-19,P023,Sweets,3,6,600,0,Humid,Monsoon,Low,No,No,1800.0,3578.5714285714284,2400.0,0,0,2022-09
2022-09-20,P023,Sweets,3,4,600,0,Rainy,Monsoon,Low,No,No,1800.0,3235.714285714286,1800.0,0,0,2022-09
2022-09-23,P023,Sweets,12,15,600,0,Rainy,Monsoon,Medium,No,No,7200.0,3407.1428571428573,1800.0,0,0,2022-09
2022-09-24,P023,Sweets,7,7,600,0,Rainy,Monsoon,Medium,No,Yes,4200.0,3578.5714285714284,7200.0,0,1,2022-09
2022-09-27,P023,Sweets,3,5,600,0,Rainy,Monsoon,Low,No,No,1800.0,3257.1428571428573,4200.0,0,0,2022-09
